#node	id	node_type	as_dim
n	0	book	0
n	1	film	0
n	2	music	0
n	3	sports	1
n	4	people	1
n	5	location	1
n	6	organization	1
n	7	business	0
#link	id	node_type_1	node_type_2	link_type
l	1381	3	4	people.person.children
l	1382	3	4	people.person.sibling_s
l	1383	3	4	location.location.people_born_here
l	1384	3	4	people.profession.people_with_this_profession
l	1385	3	4	soccer.football_position.players
l	1386	3	4	baseball.baseball_position.players
l	1387	3	4	ice_hockey.hockey_position.players
l	1388	3	4	basketball.basketball_position.players
l	1389	3	4	other
l	1390	6	0	people.person.religion
l	1391	6	0	people.person.ethnicity
l	1392	6	0	book.periodical_publisher.periodicals_published
l	1393	6	0	organization.organization.sectors
l	1394	6	0	organization.organization_membership.organization
l	1395	6	0	organization.organization_relationship.parent
l	1396	6	0	organization.leadership.organization
l	1397	6	0	organization.organization_board_membership.member
l	1398	6	0	organization.organization_board_membership.role
l	1399	6	0	common.topic.subjects
l	1400	6	0	business.business_operation.industry
l	1401	6	0	people.person.profession
l	1402	6	0	book.author.works_written
l	1403	6	0	organization.organization.organization_type
l	1404	6	0	government.political_party.ideology
l	1405	6	0	organization.organization.geographic_scope
l	1406	6	0	education.educational_institution.school_type
l	1407	6	0	education.educational_institution.colors
l	1408	6	0	book.newspaper_owner.newspapers_owned
l	1409	6	0	organization.organization_board_membership.organization
l	1410	6	0	location.location.containedby
l	1411	6	0	education.educational_institution.newspaper
l	1412	6	0	people.person.nationality
l	1413	6	0	symbols.namesake.named_after
l	1414	6	0	sports.sports_team.sport
l	1415	6	0	book.publishing_company.books_published
l	1416	6	0	book.author.book_editions_published
l	1417	6	0	book.book_subject.works
l	1418	6	0	location.location.people_born_here
l	1419	6	0	periodicals.newspaper_circulation_area.newspapers
l	1420	6	0	education.school.school_district
l	1421	6	0	education.school.lowest_grade_taught
l	1422	6	0	organization.organization_membership.member
l	1423	6	0	military.military_unit.armed_force
l	1424	6	0	organization.organization.founders
l	1425	6	0	government.government_agency.jurisdiction
l	1426	6	0	dining.restaurant.cuisine
l	1427	6	0	base.activism.organization.area_of_activism
l	1428	6	0	common.topic.subject_of
l	1429	6	0	people.profession.people_with_this_profession
l	1430	6	0	organization.leadership.person
l	1431	6	0	organization.organization_relationship.child
l	1432	6	0	organization.leadership.role
l	1433	6	0	organization.organization_founder.organizations_founded
l	1434	6	0	sports.sports_team.colors
l	1435	6	0	base.crime.criminal_organisation.type_of_criminal_organization
l	1436	6	0	book.periodical_subject.periodicals
l	1437	6	0	olympics.olympic_participating_country.olympics_participated_in
l	1438	6	0	sports.sports_league.sport
l	1439	6	0	influence.influence_node.influenced
l	1440	6	0	military.military_unit.place_of_origin
l	1441	6	0	influence.influence_node.influenced_by
l	1442	6	0	education.department.academics_old
l	1443	6	0	book.publishing_company.imprint
l	1444	6	0	religion.religious_organization.associated_with
l	1445	6	0	book.publishing_company.publisher
l	1446	6	0	location.location.events
l	1447	6	0	location.location.contains
l	1448	6	0	organization.organization.place_founded
l	1449	6	0	people.person.place_of_birth
l	1450	6	0	education.field_of_study.journals_in_this_discipline
l	1451	6	0	media_common.literary_genre.books_in_this_genre
l	1452	6	0	biology.breed_origin.breeds_originating_here
l	1453	6	0	fictional_universe.fictional_character_creator.fictional_characters_created
l	1454	6	0	book.editor_title.editors
l	1455	6	0	other
l	1456	3	6	sports.sports_team_roster.team
l	1457	3	6	people.person.place_of_birth
l	1458	3	6	sports.sports_league_participation.team
l	1459	3	6	people.person.nationality
l	1460	3	6	sports.sports_league_participation.league
l	1461	3	6	sports.sports_league_season.league
l	1462	3	6	sports.sports_team.sport
l	1463	3	6	basketball.basketball_team.division
l	1464	3	6	sports.school_sports_team.school
l	1465	3	6	time.event.instance_of_recurring_event
l	1466	3	6	sports.sports_team.location
l	1467	3	6	people.deceased_person.place_of_death
l	1468	3	6	location.location.containedby
l	1469	3	6	sports.sports_league_draft_pick.school
l	1470	3	6	sports.sports_team_season_record.team
l	1471	3	6	sports.sports_facility.teams
l	1472	3	6	sports.pro_sports_played.sport
l	1473	3	6	soccer.football_league_season.teams
l	1474	3	6	sports.team_venue_relationship.team
l	1475	3	6	location.location.contains
l	1476	3	6	organization.organization_sector.organizations_in_this_sector
l	1477	3	6	organization.organization_scope.organizations_with_this_scope
l	1478	3	6	sports.sports_championship_event.champion
l	1479	3	6	sports.sport.teams
l	1480	3	6	sports.sport.leagues
l	1481	3	6	other
l	1482	6	4	organization.leadership.person
l	1483	6	4	organization.leadership.role
l	1484	6	4	people.person.ethnicity
l	1485	6	4	people.person.gender
l	1486	6	4	people.person.places_lived
l	1487	6	4	people.person.parents
l	1488	6	4	people.person.sibling_s
l	1489	6	4	organization.organization.founders
l	1490	6	4	organization.organization.sectors
l	1491	6	4	organization.organization_board_membership.member
l	1492	6	4	business.business_operation.industry
l	1493	6	4	location.location.people_born_here
l	1494	6	4	people.person.profession
l	1495	6	4	people.person.children
l	1496	6	4	people.person.spouse_s
l	1497	6	4	symbols.namesake.named_after
l	1498	6	4	organization.organization.advisors
l	1499	6	4	organization.organization_membership.member
l	1500	6	4	organization.organization_board_membership.role
l	1501	6	4	music.record_label.artist
l	1502	6	4	organization.leadership.organization
l	1503	6	4	people.profession.people_with_this_profession
l	1504	6	4	common.topic.subjects
l	1505	6	4	people.deceased_person.cause_of_death
l	1506	6	4	common.topic.subject_of
l	1507	6	4	influence.influence_node.influenced
l	1508	6	4	education.department.academics_old
l	1509	6	4	people.place_of_interment.interred_here
l	1510	6	4	base.activism.activism_issue.activists
l	1511	6	4	user.robert.us_congress.congressional_caucus.current_house_members
l	1512	6	4	music.genre.artists
l	1513	6	4	people.cause_of_death.people
l	1514	6	4	other
l	1515	5	4	location.location.people_born_here
l	1516	5	4	symbols.namesake.named_after
l	1517	5	4	royalty.kingdom.rulers
l	1518	5	4	people.place_of_interment.interred_here
l	1519	5	4	geography.river.mouth
l	1520	5	4	geography.island.body_of_water
l	1521	5	4	architecture.structure.architectural_style
l	1522	5	4	architecture.structure.architect
l	1523	5	4	user.robert.us_congress.congressional_district.current_house_representative
l	1524	5	4	base.usnris.nris_listing.significant_person
l	1525	5	4	sports.golf_course.designer
l	1526	5	4	geography.mountain.first_ascenders
l	1527	5	4	location.location.containedby
l	1528	5	4	organization.organization.founders
l	1529	5	4	architecture.structure.engineer
l	1530	5	4	visual_art.artwork.artist
l	1531	5	4	location.location.contains
l	1532	5	4	base.braziliangovt.state.politicians
l	1533	5	4	other
l	1534	0	3	people.deceased_person.place_of_death
l	1535	0	3	people.person.place_of_birth
l	1536	0	3	book.written_work.subjects
l	1537	0	3	people.person.nationality
l	1538	0	3	sports.sports_championship_event.championship
l	1539	0	3	time.event.locations
l	1540	0	3	olympics.olympic_event_competition.venue
l	1541	0	3	book.book_edition.place_of_publication
l	1542	0	3	book.written_work.author
l	1543	0	3	people.profession.people_with_this_profession
l	1544	0	3	olympics.olympic_games.sports
l	1545	0	3	user.jg.default_domain.olympic_games.sports
l	1546	0	3	sports.sports_league_season.awards
l	1547	0	3	book.newspaper.circulation_areas
l	1548	0	3	location.location.people_born_here
l	1549	0	3	location.location.contains
l	1550	0	3	sports.pro_athlete.sports_played_professionally
l	1551	0	3	sports.sports_team.roster
l	1552	0	3	sports.sports_team.season_record
l	1553	0	3	people.cause_of_death.people
l	1554	0	3	people.ethnicity.people
l	1555	0	3	sports.sport.pro_athletes
l	1556	0	3	sports.sport.teams
l	1557	0	3	martial_arts.martial_art.well_known_practitioner
l	1558	0	3	other
l	1559	1	1	film.film_crew_gig.film_crew_role
l	1560	1	1	film.film_crew_gig.crewmember
l	1561	1	1	film.film_crew_gig.film
l	1562	1	1	film.film_regional_release_date.film_regional_debut_venue
l	1563	1	1	film.film_regional_release_date.film
l	1564	1	1	film.film_regional_release_date.film_release_distribution_medium
l	1565	1	1	film.film_crewmember.films_crewed
l	1566	1	1	film.performance.character
l	1567	1	1	film.performance.film
l	1568	1	1	film.film_character.portrayed_in_films
l	1569	1	1	film.personal_film_appearance.film
l	1570	1	1	film.director.film
l	1571	1	1	people.person.profession
l	1572	1	1	film.performance.actor
l	1573	1	1	film.film.starring
l	1574	1	1	film.film.directed_by
l	1575	1	1	film.film.genre
l	1576	1	1	film.film_festival_event.festival
l	1577	1	1	time.event.instance_of_recurring_event
l	1578	1	1	film.film_regional_release_date.film_release_region
l	1579	1	1	film.writer.film
l	1580	1	1	film.producer.film
l	1581	1	1	film.actor.film
l	1582	1	1	film.editor.film
l	1583	1	1	film.cinematographer.film
l	1584	1	1	film.music_contributor.film
l	1585	1	1	film.film.runtime
l	1586	1	1	film.performance.special_performance_type
l	1587	1	1	film.film.rating
l	1588	1	1	film.film_cut.film
l	1589	1	1	film.personal_film_appearance.person
l	1590	1	1	film.film.country
l	1591	1	1	film.film.film_festivals
l	1592	1	1	film.film_art_director.films_art_directed
l	1593	1	1	film.film_story_contributor.film_story_credits
l	1594	1	1	film.producer.films_executive_produced
l	1595	1	1	film.film_festival.individual_festivals
l	1596	1	1	film.film.release_date_s
l	1597	1	1	film.film.produced_by
l	1598	1	1	film.film.other_crew
l	1599	1	1	film.film.film_production_design_by
l	1600	1	1	film.film.music
l	1601	1	1	film.film.costume_design_by
l	1602	1	1	film.film.written_by
l	1603	1	1	film.film_festival_event.films
l	1604	1	1	film.film.executive_produced_by
l	1605	1	1	film.film.cinematography
l	1606	1	1	film.film.edited_by
l	1607	1	1	film.film.personal_appearances
l	1608	1	1	film.film.story_by
l	1609	1	1	film.film_film_distributor_relationship.film
l	1610	1	1	film.film.film_casting_director
l	1611	1	1	film.film.film_set_decoration_by
l	1612	1	1	film.film_costumer_designer.costume_design_for_film
l	1613	1	1	film.person_or_entity_appearing_in_film.films
l	1614	1	1	film.film.film_art_direction_by
l	1615	1	1	film.film_production_designer.films_production_designed
l	1616	1	1	film.film.distributors
l	1617	1	1	time.recurring_event.instances
l	1618	1	1	media_common.netflix_title.netflix_genres
l	1619	1	1	film.film_film_distributor_relationship.distributor
l	1620	1	1	film.film.production_companies
l	1621	1	1	film.production_company.films
l	1622	1	1	film.film_set_designer.film_sets_designed
l	1623	1	1	film.film_job.films_with_this_crew_job
l	1624	1	1	people.profession.people_with_this_profession
l	1625	1	1	film.film_distributor.films_distributed
l	1626	1	1	film.film_genre.films_in_this_genre
l	1627	1	1	film.content_rating.film
l	1628	1	1	media_common.netflix_genre.titles
l	1629	1	1	film.special_film_performance_type.film_performance_type
l	1630	1	1	other
l	1631	4	0	people.person.profession
l	1632	4	0	people.marriage.type_of_union
l	1633	4	0	people.place_lived.person
l	1634	4	0	people.marriage.spouse
l	1635	4	0	people.place_lived.location
l	1636	4	0	people.person.parents
l	1637	4	0	book.author.works_written
l	1638	4	0	people.person.nationality
l	1639	4	0	people.person.children
l	1640	4	0	people.person.place_of_birth
l	1641	4	0	people.person.languages
l	1642	4	0	influence.influence_node.influenced_by
l	1643	4	0	influence.influence_node.influenced
l	1644	4	0	people.deceased_person.place_of_death
l	1645	4	0	visual_art.visual_artist.associated_periods_or_movements
l	1646	4	0	people.cause_of_death.people
l	1647	4	0	people.person.ethnicity
l	1648	4	0	music.group_member.instruments_played
l	1649	4	0	book.author.book_editions_published
l	1650	4	0	people.person.religion
l	1651	4	0	people.family_member.family
l	1652	4	0	military.military_person.participated_in_conflicts
l	1653	4	0	music.artist.genre
l	1654	4	0	book.periodical_editor.periodicals_edited
l	1655	4	0	people.deceased_person.cause_of_death
l	1656	4	0	base.saints.saint.venerated_in
l	1657	4	0	visual_art.visual_artist.art_forms
l	1658	4	0	book.author.series_written_or_contributed_to
l	1659	4	0	people.place_of_interment.interred_here
l	1660	4	0	baseball.baseball_player.bats
l	1661	4	0	book.book_subject.works
l	1662	4	0	spaceflight.astronaut.missions
l	1663	4	0	people.profession.people_with_this_profession
l	1664	4	0	ice_hockey.hockey_player.shoots
l	1665	4	0	people.ethnicity.languages_spoken
l	1666	4	0	user.alexander.philosophy.philosopher.interests
l	1667	4	0	book.author.school_or_movement
l	1668	4	0	base.activism.activist.area_of_activism
l	1669	4	0	education.academic.advisors
l	1670	4	0	base.formula1.formula_1_driver.last_race
l	1671	4	0	base.formula1.formula_1_driver.first_race
l	1672	4	0	education.academic.advisees
l	1673	4	0	people.sibling_relationship.sibling
l	1674	4	0	book.author.works_edited
l	1675	4	0	people.deceased_person.place_of_burial
l	1676	4	0	book.translator.works_translated
l	1677	4	0	people.ethnicity.people
l	1678	4	0	book.author.contributing_author_to
l	1679	4	0	law.inventor.inventions
l	1680	4	0	fictional_universe.character_occupation.characters_with_this_occupation
l	1681	4	0	theater.theatrical_composer.plays_composed
l	1682	4	0	theater.theatrical_lyricist.play_lyrics_written
l	1683	4	0	user.robert.military.military_person.participated_in_conflicts
l	1684	4	0	book.illustrator.books_illustrated
l	1685	4	0	fictional_universe.fictional_character_creator.fictional_characters_created
l	1686	4	0	book.illustrator.magazine_covers
l	1687	4	0	fictional_universe.character_gender.characters_of_this_gender
l	1688	4	0	base.yupgrade.user.topics
l	1689	4	0	other
l	1690	1	3	film.film_regional_release_date.film_release_region
l	1691	1	3	time.event.locations
l	1692	1	3	film.performance.actor
l	1693	1	3	film.film.country
l	1694	1	3	people.person.nationality
l	1695	1	3	film.film_cut.film_release_region
l	1696	1	3	people.person.place_of_birth
l	1697	1	3	sports.pro_athlete.sports_played_professionally
l	1698	1	3	sports.pro_athlete.teams
l	1699	1	3	media_common.netflix_title.netflix_genres
l	1700	1	3	people.deceased_person.place_of_death
l	1701	1	3	film.personal_film_appearance.person
l	1702	1	3	location.location.people_born_here
l	1703	1	3	film.film.featured_film_locations
l	1704	1	3	sports.sport.teams
l	1705	1	3	sports.sport.pro_athletes
l	1706	1	3	sports.sports_team.roster
l	1707	1	3	sports.sports_team.season_record
l	1708	1	3	sports.sport.officials
l	1709	1	3	other
l	1710	7	3	organization.organization.geographic_scope
l	1711	7	3	music.release.region
l	1712	7	3	sports.sports_team.sport
l	1713	7	3	sports.sports_team.league
l	1714	7	3	location.location.people_born_here
l	1715	7	3	sports.sports_league.teams
l	1716	7	3	sports.sports_league.seasons
l	1717	7	3	location.location.containedby
l	1718	7	3	sports.sports_team.roster
l	1719	7	3	business.employment_tenure.company
l	1720	7	3	business.employment_tenure.person
l	1721	7	3	business.sponsorship.sponsored_recipient
l	1722	7	3	sports.sports_team.venue
l	1723	7	3	sports.sports_team.arena_stadium
l	1724	7	3	wine.wine.country
l	1725	7	3	organization.organization.place_founded
l	1726	7	3	education.educational_institution.sports_teams
l	1727	7	3	time.recurring_event.instances
l	1728	7	3	sports.sports_team.championships
l	1729	7	3	sports.sport.pro_athletes
l	1730	7	3	sports.professional_sports_team.draft_picks
l	1731	7	3	sports.sports_team.season_record
l	1732	7	3	sports.sports_position.players
l	1733	7	3	baseball.baseball_position.players
l	1734	7	3	other
l	1735	3	1	sports.pro_sports_played.sport
l	1736	3	1	people.person.nationality
l	1737	3	1	sports.sports_team.sport
l	1738	3	1	film.person_or_entity_appearing_in_film.films
l	1739	3	1	people.person.place_of_birth
l	1740	3	1	sports.sports_team_roster.team
l	1741	3	1	film.actor.film
l	1742	3	1	sports.sports_team_roster.player
l	1743	3	1	sports.sports_award.award_winner
l	1744	3	1	sports.sports_team_season_record.team
l	1745	3	1	people.deceased_person.place_of_death
l	1746	3	1	sports.pro_sports_played.athlete
l	1747	3	1	location.location.events
l	1748	3	1	location.location.people_born_here
l	1749	3	1	film.film_location.featured_in_films
l	1750	3	1	sports.sports_official.sport
l	1751	3	1	base.fight.sports_official.sport
l	1752	3	1	people.profession.people_with_this_profession
l	1753	3	1	media_common.netflix_genre.titles
l	1754	3	1	other
l	1755	1	2	film.performance.actor
l	1756	1	2	film.personal_film_appearance.type_of_appearance
l	1757	1	2	film.personal_film_appearance.person
l	1758	1	2	film.film_crew_gig.film_crew_role
l	1759	1	2	people.person.profession
l	1760	1	2	film.film.music
l	1761	1	2	film.performance.special_performance_type
l	1762	1	2	film.film.soundtrack
l	1763	1	2	music.artist.track_contributions
l	1764	1	2	music.artist.track
l	1765	1	2	music.artist.album
l	1766	1	2	film.film_film_distributor_relationship.distributor
l	1767	1	2	music.musical_group.member
l	1768	1	2	music.artist.genre
l	1769	1	2	music.producer.tracks_produced
l	1770	1	2	music.featured_artist.recordings
l	1771	1	2	music.group_member.membership
l	1772	1	2	music.composer.compositions
l	1773	1	2	music.lyricist.lyrics_written
l	1774	1	2	music.artist.contribution
l	1775	1	2	music.composition.recordings
l	1776	1	2	location.location.people_born_here
l	1777	1	2	film.film.directed_by
l	1778	1	2	film.film.written_by
l	1779	1	2	music.engineer.tracks_engineered
l	1780	1	2	music.group_member.instruments_played
l	1781	1	2	film.film.produced_by
l	1782	1	2	media_common.netflix_title.netflix_genres
l	1783	1	2	people.profession.people_with_this_profession
l	1784	1	2	music.producer.releases_produced
l	1785	1	2	music.genre.artists
l	1786	1	2	music.genre.albums
l	1787	1	2	music.album_content_type.albums
l	1788	1	2	music.compositional_form.compositions
l	1789	1	2	other
l	1790	1	7	film.film_crew_gig.film_crew_role
l	1791	1	7	film.film_regional_release_date.film_release_region
l	1792	1	7	film.film.language
l	1793	1	7	film.film.primary_language
l	1794	1	7	time.event.locations
l	1795	1	7	film.film.country
l	1796	1	7	film.film_festival.location
l	1797	1	7	film.film_cut.film_release_region
l	1798	1	7	people.person.nationality
l	1799	1	7	film.film.production_companies
l	1800	1	7	film.film.genre
l	1801	1	7	film.film_film_distributor_relationship.distributor
l	1802	1	7	film.performance.actor
l	1803	1	7	people.person.place_of_birth
l	1804	1	7	film.film.featured_film_locations
l	1805	1	7	people.person.employment_history
l	1806	1	7	music.artist.label
l	1807	1	7	people.deceased_person.place_of_death
l	1808	1	7	business.employer.employees
l	1809	1	7	symbols.name_source.namesakes
l	1810	1	7	common.topic.subject_of
l	1811	1	7	business.industry.companies
l	1812	1	7	location.location.containedby
l	1813	1	7	tv.tv_program.country_of_origin
l	1814	1	7	media_common.netflix_title.netflix_genres
l	1815	1	7	music.artist.origin
l	1816	1	7	organization.organization_sector.organizations_in_this_sector
l	1817	1	7	organization.organization_founder.organizations_founded
l	1818	1	7	film.film.subjects
l	1819	1	7	business.sponsored_recipient.sponsorship
l	1820	1	7	film.personal_film_appearance.person
l	1821	1	7	people.person.profession
l	1822	1	7	film.film_regional_release_date.film_regional_debut_venue
l	1823	1	7	film.film_film_company_relationship.film_company
l	1824	1	7	film.performance.film
l	1825	1	7	film.dubbing_performance.language
l	1826	1	7	film.film_crew_gig.film
l	1827	1	7	people.person.languages
l	1828	1	7	film.film.produced_by
l	1829	1	7	film.film.executive_produced_by
l	1830	1	7	music.producer.releases_produced
l	1831	1	7	business.job_title.people_with_this_title
l	1832	1	7	film.film.directed_by
l	1833	1	7	location.location.contains
l	1834	1	7	organization.organization_scope.organizations_with_this_scope
l	1835	1	7	people.profession.people_with_this_profession
l	1836	1	7	dining.cuisine.restaurant
l	1837	1	7	sports.sport.teams
l	1838	1	7	digicams.camera_storage_type.compatible_cameras
l	1839	1	7	base.barbie.barbie_theme.dolls_with_this_theme
l	1840	1	7	other
l	1841	6	2	music.featured_artist.recordings
l	1842	6	2	organization.organization.founders
l	1843	6	2	music.record_label.artist
l	1844	6	2	location.location.people_born_here
l	1845	6	2	music.record_label.releases
l	1846	6	2	organization.organization_relationship.parent
l	1847	6	2	people.person.profession
l	1848	6	2	music.producer.tracks_produced
l	1849	6	2	music.artist.track
l	1850	6	2	music.artist.album
l	1851	6	2	music.composer.compositions
l	1852	6	2	music.artist.track_contributions
l	1853	6	2	music.group_member.membership
l	1854	6	2	music.lyricist.lyrics_written
l	1855	6	2	music.producer.releases_produced
l	1856	6	2	people.profession.people_with_this_profession
l	1857	6	2	music.genre.artists
l	1858	6	2	music.genre.albums
l	1859	6	2	other
l	1860	1	5	film.film_regional_release_date.film_release_region
l	1861	1	5	time.event.locations
l	1862	1	5	people.person.place_of_birth
l	1863	1	5	people.person.nationality
l	1864	1	5	freebase.valuenotation.has_value
l	1865	1	5	film.film.country
l	1866	1	5	people.deceased_person.place_of_death
l	1867	1	5	film.film_festival.location
l	1868	1	5	music.artist.origin
l	1869	1	5	film.film.featured_film_locations
l	1870	1	5	people.deceased_person.place_of_burial
l	1871	1	5	organization.organization.headquarters
l	1872	1	5	location.location.geolocation
l	1873	1	5	location.location.containedby
l	1874	1	5	location.location.contains
l	1875	1	5	media_common.netflix_title.netflix_genres
l	1876	1	5	tv.tv_program.country_of_origin
l	1877	1	5	film.film_cut.film_release_region
l	1878	1	5	symbols.name_source.namesakes
l	1879	1	5	film.film_film_distributor_relationship.region
l	1880	1	5	film.film_regional_release_date.film_regional_debut_venue
l	1881	1	5	location.citytown.postal_codes
l	1882	1	5	base.culturalevent.event.entity_involved
l	1883	1	5	location.place_with_neighborhoods.neighborhoods
l	1884	1	5	travel.travel_destination.tourist_attractions
l	1885	1	5	base.aareas.schema.administrative_area.administrative_children
l	1886	1	5	location.country.second_level_divisions
l	1887	1	5	location.country.administrative_divisions
l	1888	1	5	religion.religion.places_of_worship
l	1889	1	5	geography.mountain_range.mountains
l	1890	1	5	geography.mountain_type.mountains_of_this_type
l	1891	1	5	other
l	1892	7	1	music.release.region
l	1893	7	1	business.employment_tenure.company
l	1894	7	1	film.production_company.films
l	1895	7	1	common.topic.subjects
l	1896	7	1	organization.organization.place_founded
l	1897	7	1	organization.organization.geographic_scope
l	1898	7	1	business.employment_tenure.title
l	1899	7	1	business.employment_tenure.person
l	1900	7	1	business.business_operation.industry
l	1901	7	1	location.location.containedby
l	1902	7	1	location.location.people_born_here
l	1903	7	1	sports.sports_team.sport
l	1904	7	1	music.record_label.artist
l	1905	7	1	organization.organization.sectors
l	1906	7	1	location.location.events
l	1907	7	1	organization.organization.founders
l	1908	7	1	music.release.format
l	1909	7	1	music.release.producers
l	1910	7	1	music.release.label
l	1911	7	1	digicams.digital_camera.supported_storage_types
l	1912	7	1	film.actor.film
l	1913	7	1	book.book_edition.author_editor
l	1914	7	1	film.film_job.films_with_this_crew_job
l	1915	7	1	dining.restaurant.cuisine
l	1916	7	1	base.barbie.barbie_doll.theme
l	1917	7	1	film.film_subject.films
l	1918	7	1	film.film_company.films
l	1919	7	1	business.sponsorship.sponsored_recipient
l	1920	7	1	business.industry.companies
l	1921	7	1	film.film_distributor.films_distributed
l	1922	7	1	people.person.profession
l	1923	7	1	film.person_or_entity_appearing_in_film.films
l	1924	7	1	symbols.namesake.named_after
l	1925	7	1	film.director.film
l	1926	7	1	film.film_location.featured_in_films
l	1927	7	1	people.person.nationality
l	1928	7	1	film.producer.films_executive_produced
l	1929	7	1	people.person.place_of_birth
l	1930	7	1	film.producer.film
l	1931	7	1	sports.sports_league.sport
l	1932	7	1	film.writer.film
l	1933	7	1	media_common.netflix_genre.titles
l	1934	7	1	people.profession.people_with_this_profession
l	1935	7	1	film.film_genre.films_in_this_genre
l	1936	7	1	film.film.starring
l	1937	7	1	film.film.release_date_s
l	1938	7	1	film.film.other_crew
l	1939	7	1	film.film_format.film_format
l	1940	7	1	other
l	1941	6	6	organization.organization_relationship.child
l	1942	6	6	organization.organization_relationship.parent
l	1943	6	6	organization.organization_founder.organizations_founded
l	1944	6	6	business.board_member.leader_of
l	1945	6	6	organization.leadership.organization
l	1946	6	6	organization.organization.child
l	1947	6	6	organization.organization.parent
l	1948	6	6	organization.leadership.person
l	1949	6	6	organization.organization.board_members
l	1950	6	6	organization.organization.leadership
l	1951	6	6	organization.organization.email
l	1952	6	6	organization.organization_membership.member
l	1953	6	6	organization.organization_board_membership.organization
l	1954	6	6	organization.leadership.role
l	1955	6	6	organization.organization.geographic_scope
l	1956	6	6	organization.organization.place_founded
l	1957	6	6	organization.organization_membership.organization
l	1958	6	6	organization.non_profit_registration.registering_agency
l	1959	6	6	organization.non_profit_registration.registered_as
l	1960	6	6	organization.non_profit_registration.non_profit_organization
l	1961	6	6	organization.organization.sectors
l	1962	6	6	organization.organization.organization_type
l	1963	6	6	organization.organization_sector.organizations_in_this_sector
l	1964	6	6	organization.membership_organization.members
l	1965	6	6	organization.email_contact.category
l	1966	6	6	organization.organization.founders
l	1967	6	6	organization.organization_member.member_of
l	1968	6	6	location.location.containedby
l	1969	6	6	education.educational_institution.campuses
l	1970	6	6	education.educational_institution_campus.educational_institution
l	1971	6	6	business.business_operation.industry
l	1972	6	6	military.military_unit.armed_force
l	1973	6	6	education.educational_institution.school_type
l	1974	6	6	organization.non_profit_organization.registered_with
l	1975	6	6	organization.organization.legal_structure
l	1976	6	6	organization.organization_board_membership.member
l	1977	6	6	business.industry.companies
l	1978	6	6	education.educational_institution.subsidiary_or_constituent_schools
l	1979	6	6	business.board_member.organization_board_memberships
l	1980	6	6	education.school.school_district
l	1981	6	6	government.government_agency.jurisdiction
l	1982	6	6	education.school_district.schools
l	1983	6	6	people.person.nationality
l	1984	6	6	organization.organization_scope.organizations_with_this_scope
l	1985	6	6	location.location.contains
l	1986	6	6	military.military_unit_place_of_origin.military_units
l	1987	6	6	government.governmental_jurisdiction.agencies
l	1988	6	6	education.educational_institution.parent_institution
l	1989	6	6	education.school_category.schools_of_this_kind
l	1990	6	6	common.topic.subject_of
l	1991	6	6	organization.organization.involved_in_merger
l	1992	6	6	organization.role.leaders
l	1993	6	6	common.topic.subjects
l	1994	6	6	broadcast.broadcast.content
l	1995	6	6	organization.organization_board_membership.role
l	1996	6	6	military.military_unit.place_of_origin
l	1997	6	6	organization.role.governors
l	1998	6	6	organization.organization_type.organizations_of_this_type
l	1999	6	6	organization.organization_merger.organizations_merging
l	2000	6	6	organization.organization_committee.members
l	2001	6	6	broadcast.content.broadcast
l	2002	6	6	organization.non_profit_designation.organizations_with_this_designation
l	2003	6	6	business.company_type.companies_of_this_type
l	2004	6	6	military.armed_force.units
l	2005	6	6	other
l	2006	0	1	book.written_work.author
l	2007	0	1	book.book.genre
l	2008	0	1	book.written_work.editor
l	2009	0	1	theater.play.genre
l	2010	0	1	media_common.adapted_work.adaptations
l	2011	0	1	book.book.characters
l	2012	0	1	film.music_contributor.film
l	2013	0	1	people.person.profession
l	2014	0	1	film.person_or_entity_appearing_in_film.films
l	2015	0	1	book.periodical.subjects
l	2016	0	1	theater.play.characters
l	2017	0	1	media_common.adaptation.adapted_from
l	2018	0	1	dataworld.gardening_hint.split_to
l	2019	0	1	time.event.included_in_event
l	2020	0	1	base.culturalevent.event.entity_involved
l	2021	0	1	film.actor.film
l	2022	0	1	people.person.place_of_birth
l	2023	0	1	people.person.nationality
l	2024	0	1	people.profession.people_with_this_profession
l	2025	0	1	fictional_universe.character_occupation.characters_with_this_occupation
l	2026	0	1	book.written_work.subjects
l	2027	0	1	film.producer.film
l	2028	0	1	film.director.film
l	2029	0	1	film.writer.film
l	2030	0	1	film.film_story_contributor.film_story_credits
l	2031	0	1	book.short_story.genre
l	2032	0	1	music.genre.artists
l	2033	0	1	media_common.netflix_genre.titles
l	2034	0	1	book.book_edition.author_editor
l	2035	0	1	theater.play.composer
l	2036	0	1	people.deceased_person.place_of_death
l	2037	0	1	film.film_character.portrayed_in_films
l	2038	0	1	book.journal.discipline
l	2039	0	1	theater.play.lyricist
l	2040	0	1	book.literary_series.author_s
l	2041	0	1	people.person.parents
l	2042	0	1	book.book_edition.place_of_publication
l	2043	0	1	book.newspaper.circulation_areas
l	2044	0	1	biology.animal_breed.breed_of
l	2045	0	1	biology.organism_classification.higher_classification
l	2046	0	1	fictional_universe.person_in_fiction.representations_in_fiction
l	2047	0	1	people.person.children
l	2048	0	1	influence.influence_node.influenced
l	2049	0	1	film.film_subject.films
l	2050	0	1	influence.influence_node.influenced_by
l	2051	0	1	military.military_person.participated_in_conflicts
l	2052	0	1	people.deceased_person.cause_of_death
